customerno,recency,frequency,monetary
13486.0,79,3,8007.0
13487.0,58,3,3244.08
13488.0,18,14,55695.85
13489.0,20,5,6724.070000000001
13490.0,155,1,23.02
13491.0,52,10,10501.9
13492.0,137,4,4909.45
13493.0,276,3,10879.85
13494.0,155,4,4069.47
13495.0,8,5,9963.32
13496.0,11,3,10363.97
13497.0,60,3,2051.13
13499.0,18,6,17528.56
13500.0,24,3,7437.54
13501.0,173,2,7241.07
13502.0,17,3,2312.3
13503.0,72,1,2584.17
13504.0,65,1,2127.65
13505.0,73,4,29009.28
13506.0,155,4,15792.119999999999
13507.0,4,4,16866.39
13508.0,244,2,1449.1399999999999
13509.0,9,6,11667.43
13510.0,2,5,19800.96
13512.0,261,1,1723.29
13513.0,127,1,1327.34
13514.0,74,2,6264.92
13515.0,73,4,7713.76
13516.0,22,4,13748.699999999999
13517.0,60,3,16036.08
13518.0,86,2,5275.62
13519.0,6,3,6273.64
13520.0,59,6,19120.26
13521.0,2,3,4661.89
13522.0,31,1,579.96
13523.0,34,5,21771.35
13524.0,41,5,3966.46
13525.0,15,2,3574.0600000000004
13527.0,34,7,19675.05
13529.0,79,2,1014.1
13531.0,20,3,10769.03
13532.0,34,1,1537.67
13533.0,183,4,4478.76
13534.0,3,26,25912.69
13535.0,207,1,5632.43
13536.0,2,7,21238.91
13538.0,44,8,3296.2000000000003
13539.0,80,4,3963.82
13540.0,40,1,31.27
13543.0,207,1,1492.03
13544.0,40,2,1583.98
13546.0,13,3,3612.92
13548.0,97,2,5194.8
13549.0,26,7,5410.69
13551.0,320,1,168.06
13552.0,67,12,16082.99
13555.0,74,4,30730.17
13557.0,29,2,6195.0
13558.0,6,4,3640.58
13560.0,8,1,393.46000000000004
13561.0,216,1,983.93
13562.0,82,4,8315.33
13563.0,85,2,2852.23
13564.0,355,2,7992.62
13565.0,20,2,2009.1599999999999
13566.0,41,2,6653.73
13567.0,144,1,10675.93
13568.0,174,1,915.0799999999999
13569.0,18,3,2011.51
13570.0,244,1,1895.54
13571.0,13,12,18712.32
13572.0,206,1,6891.25
13573.0,51,2,3406.77
13575.0,24,5,4815.05
13576.0,11,18,32250.43
13577.0,26,4,7924.889999999999
13579.0,15,2,1444.96
13581.0,281,2,3557.92
13583.0,156,1,8109.92
13584.0,307,1,519.07
13586.0,243,1,6336.13
13587.0,64,1,1970.6000000000001
13588.0,16,9,28142.28
13589.0,15,2,975.82
13590.0,12,6,17411.9
13591.0,65,4,5573.74
13592.0,36,5,8651.08
13593.0,109,5,9580.01
13594.0,53,1,3817.27
13596.0,6,2,2563.69
13598.0,48,1,748.13
13599.0,2,21,33550.0
13600.0,313,1,3547.16
13601.0,46,2,6252.87
13602.0,65,1,2992.88
13603.0,27,2,6386.03
13604.0,253,1,219.05
13606.0,30,3,3147.12
13607.0,41,1,3661.14
13610.0,13,7,6088.93
13611.0,90,3,9052.3
13612.0,5,1,5521.15
13614.0,25,4,7492.4
13615.0,319,1,2316.02
13617.0,41,3,3632.36
13618.0,174,1,2702.9
13621.0,117,1,3734.88
13623.0,31,5,3767.2799999999997
13626.0,253,1,2406.02
13627.0,60,5,14686.55
13629.0,24,11,30492.24
13630.0,6,7,15566.72
13631.0,100,11,7933.28
13632.0,25,5,12526.99
13634.0,34,5,8551.72
13635.0,68,1,7967.49
13636.0,37,6,13019.95
13637.0,53,3,4618.38
13638.0,16,1,575.6700000000001
13639.0,75,1,9258.5
13640.0,235,1,38.07
13641.0,368,1,2401.87
13642.0,216,1,2124.84
13643.0,32,4,2573.45
13644.0,17,4,21144.07
13645.0,121,1,1877.86
13647.0,10,4,8731.2
13648.0,270,1,5875.95
13649.0,257,3,2753.79
13650.0,17,6,9847.57
13651.0,40,2,1213.33
13652.0,46,3,6927.07
13653.0,199,1,60.14
13654.0,44,7,25071.95
13655.0,115,2,6857.96
13656.0,165,2,5291.66
13657.0,11,2,1974.52
13658.0,10,5,10373.48
13659.0,206,2,10715.38
13660.0,302,1,4111.8
13662.0,86,4,7395.17
13663.0,180,1,1126.96
13666.0,61,4,16581.05
13667.0,150,1,1891.03
13668.0,3,21,42658.09
13669.0,51,2,2653.04
13670.0,76,2,4541.82
13672.0,214,3,1852.25
13673.0,19,2,1626.42
13674.0,80,1,22.24
13675.0,152,2,3881.14
13678.0,152,1,9707.6
13680.0,2,4,19368.73
13681.0,18,5,5673.52
13682.0,188,1,163.51999999999998
13684.0,286,1,468.60999999999996
13685.0,3,8,51381.950000000004
13686.0,183,1,791.1999999999999
13687.0,114,1,30.950000000000003
13689.0,64,2,4322.75
13690.0,60,1,863.2
13691.0,134,1,249.9
13692.0,25,3,14090.789999999999
13694.0,4,51,646116.78
13695.0,32,15,18894.39
13697.0,39,1,1969.32
13699.0,156,1,992.76
13700.0,27,10,25936.34
13703.0,319,1,204.5
13704.0,6,9,17522.69
13705.0,8,3,3739.41
13706.0,303,1,2276.31
13707.0,268,2,4424.22
13708.0,272,1,3333.08
13709.0,4,13,40338.64
13710.0,32,1,1988.72
13711.0,219,2,1693.32
13712.0,247,1,3842.82
13713.0,213,1,60.309999999999995
13714.0,278,1,1071.76
13715.0,282,5,6501.639999999999
13716.0,73,2,5507.2
13717.0,33,7,26411.5
13718.0,247,2,2087.2799999999997
13719.0,16,6,14928.81
13720.0,117,4,5905.77
13721.0,37,1,3776.0499999999997
13722.0,132,3,16069.5
13723.0,218,1,645.54
13725.0,50,9,18889.1
13726.0,39,2,11849.18
13727.0,29,2,2002.1499999999999
13728.0,37,6,5735.32
13730.0,136,2,5713.42
13731.0,220,2,3474.97
13732.0,29,1,5607.86
13735.0,25,5,15611.4
13736.0,6,2,4374.55
13737.0,201,1,1629.1200000000001
13739.0,19,1,775.62
13740.0,241,1,4715.7300000000005
13741.0,72,3,2919.33
13742.0,17,12,13886.380000000001
13743.0,3,8,18820.77
13744.0,96,2,13987.42
13745.0,163,1,5391.32
13746.0,15,2,9072.800000000001
13747.0,354,2,390.75
13748.0,96,5,5470.82
13750.0,54,6,54837.85
13751.0,289,2,1296.44
13752.0,125,6,10154.0
13753.0,288,1,6007.46
13754.0,4,3,9519.51
13755.0,4,10,15927.96
13756.0,3,14,35456.83
13758.0,12,7,20124.51
13759.0,34,2,3617.16
13760.0,55,2,2313.1
13761.0,51,3,7261.91
13762.0,219,1,3102.72
13763.0,64,1,9219.76
13764.0,71,3,10709.77
13766.0,205,1,1651.31
13767.0,3,39,98939.8
13768.0,19,1,16127.5
13769.0,3,10,13953.19
13771.0,65,4,17478.03
13772.0,34,3,6406.63
13773.0,290,1,15.02
13774.0,82,1,2321.35
13775.0,143,1,11.53
13777.0,1,34,150785.02
13778.0,104,3,1711.8799999999999
13780.0,8,4,2926.61
13781.0,251,1,438.48
13782.0,13,6,4170.63
13784.0,10,11,27892.46
13785.0,102,1,79.01
13786.0,368,1,1629.9199999999998
13787.0,76,2,3770.33
13790.0,5,1,4579.84
13791.0,128,2,9126.0
13792.0,67,2,1143.31
13798.0,2,57,248927.53
13799.0,117,3,4942.19
13800.0,310,1,3964.64
13801.0,67,1,2054.58
13802.0,139,3,25749.8
13803.0,256,1,1524.14
13804.0,31,7,18055.27
13805.0,53,2,20420.4
13806.0,64,1,836.74
13807.0,368,1,484.38
13808.0,6,5,8921.78
13809.0,306,1,456.12
13810.0,29,2,3994.81
13811.0,184,2,1178.73
13812.0,43,4,11041.64
13813.0,40,4,6546.59
13814.0,93,2,10473.439999999999
13815.0,23,4,27392.05
13816.0,24,2,3228.18
13817.0,30,2,2345.98
13819.0,302,3,11515.72
13821.0,145,2,1777.87
13822.0,6,2,6354.8099999999995
13823.0,19,2,5480.74
13824.0,33,5,8956.25
13825.0,353,1,34.87
13826.0,177,2,3163.12
13827.0,58,3,1867.47
13828.0,23,3,3921.1099999999997
13831.0,17,6,9101.84
13832.0,20,2,17632.22
13833.0,15,2,7387.6
13835.0,26,6,10333.31
13837.0,212,2,2116.37
13838.0,6,4,2785.96
13839.0,353,1,26.34
13841.0,102,2,6867.86
13842.0,15,10,21479.72
13844.0,12,1,1213.24
13845.0,65,1,2185.9399999999996
13846.0,25,3,4863.36
13847.0,102,1,95.72
13848.0,93,3,39218.0
13849.0,52,2,11748.539999999999
13850.0,130,1,10082.46
13851.0,96,3,20194.78
13853.0,58,1,4191.06
13854.0,9,25,30706.24
13856.0,169,3,5462.42
13857.0,205,1,1735.48
13858.0,58,1,990.23
13859.0,327,1,1528.3
13860.0,2,5,5269.3
13862.0,19,9,18764.93
13863.0,248,1,2543.92
13864.0,159,1,5233.44
13865.0,59,6,8217.03
13866.0,75,1,733.42
13867.0,32,3,5924.85
13868.0,8,2,14315.02
13869.0,124,5,24346.91
13870.0,3,8,15732.68
13871.0,23,15,36406.34
13873.0,120,3,1834.3400000000001
13874.0,359,1,2398.74
13875.0,54,5,14111.67
13876.0,64,1,494.72
13877.0,87,1,1227.6
13878.0,55,1,6181.96
13880.0,22,13,22000.28
13881.0,4,20,111928.37999999999
13882.0,3,5,8586.57
13883.0,11,5,14502.18
13884.0,8,5,3344.5699999999997
13885.0,190,2,2384.75
13886.0,72,1,1540.98
13887.0,205,1,1865.03
13888.0,120,2,3265.03
13889.0,93,1,1923.53
13890.0,2,11,14671.289999999999
13892.0,27,5,10979.14
13893.0,298,1,2788.7
13894.0,24,4,13449.869999999999
13895.0,29,4,16528.52
13896.0,242,1,27.36
13897.0,51,1,2299.56
13898.0,65,2,8857.76
13899.0,17,2,1802.62
13900.0,142,4,5128.45
13901.0,73,6,20973.73
13904.0,38,2,3743.58
13906.0,312,1,6911.11
13908.0,80,4,17477.29
13911.0,58,9,30575.78
13914.0,12,2,3156.39
13916.0,39,1,186.89
13917.0,50,2,2615.5
13918.0,50,2,12929.92
13919.0,60,2,5195.42
13922.0,352,1,1129.72
13923.0,54,2,13041.5
13924.0,2,6,13751.0
13925.0,93,4,4087.53
13926.0,24,1,1295.26
13927.0,75,1,2303.44
13928.0,11,5,1683.76
13929.0,170,2,2329.36
13930.0,58,2,3153.7799999999997
13931.0,96,2,7835.32
13932.0,295,1,1052.85
13933.0,110,2,2725.2
13934.0,264,1,4942.39
13936.0,178,2,4184.39
13937.0,170,1,1423.44
13938.0,36,1,790.88
13939.0,24,3,9264.45
13940.0,13,5,10167.630000000001
13941.0,22,5,29471.02
13946.0,80,3,5115.68
13947.0,27,2,9025.62
13948.0,361,1,514.6
13949.0,3,7,30393.34
13950.0,12,4,3169.86
13951.0,177,4,5500.99
13952.0,86,3,27363.08
13953.0,8,7,29945.4
13954.0,2,2,1358.69
13955.0,121,3,35765.21
13956.0,6,5,5705.06
13957.0,197,1,421.3
13958.0,352,1,28224.29
13959.0,80,3,4271.96
13960.0,22,2,1691.48
13962.0,22,2,1065.54
13963.0,233,5,5564.08
13967.0,146,1,513.18
13969.0,8,18,46665.35
13971.0,19,8,20567.21
13972.0,71,3,7422.17
13973.0,288,1,1327.31
13974.0,50,1,2726.87
13975.0,32,6,19502.15
13976.0,207,1,1945.26
13977.0,267,1,1712.55
13978.0,15,2,3337.28
13979.0,74,1,6698.66
13980.0,61,1,1968.0600000000002
13982.0,40,4,13499.4
13983.0,30,12,14792.97
13984.0,27,5,7904.620000000001
13985.0,5,15,35035.54
13986.0,18,1,4735.759999999999
13988.0,20,6,34906.85
13989.0,66,2,14169.75
13990.0,214,2,2409.04
13991.0,13,6,9113.04
13992.0,31,2,772.66
13993.0,43,9,12568.539999999999
13994.0,4,6,11786.41
13995.0,16,6,8436.83
13999.0,11,13,24403.9
14000.0,141,4,14206.01
14001.0,46,3,9352.28
14002.0,135,3,9544.43
14004.0,44,8,28123.01
14005.0,10,6,23383.99
14006.0,116,4,6434.95
14009.0,199,3,4271.24
14012.0,278,1,1977.2399999999998
14013.0,111,3,4973.74
14014.0,78,1,11547.220000000001
14015.0,53,1,4815.06
14016.0,162,4,26119.899999999998
14018.0,110,1,55.599999999999994
14019.0,47,3,12087.06
14020.0,17,2,4074.1099999999997
14021.0,156,3,2615.32
14022.0,226,1,5442.76
14023.0,8,2,3072.97
14024.0,122,2,1625.5
14025.0,267,1,14.09
14027.0,61,1,742.96
14029.0,64,2,2508.62
14030.0,19,8,17571.76
14031.0,8,19,74320.62
14032.0,3,11,22796.67
14034.0,23,3,5003.469999999999
14035.0,29,5,8999.03
14036.0,285,1,3266.67
14037.0,177,2,610.31
14038.0,79,3,9013.02
14039.0,34,2,1834.58
14040.0,41,12,16486.61
14041.0,267,1,1108.37
14042.0,158,1,536.73
14044.0,27,4,3606.45
14045.0,110,4,7183.66
14046.0,285,1,4696.57
14047.0,9,5,4384.150000000001
14048.0,306,1,3372.11
14049.0,17,4,35608.19
14050.0,32,2,7428.4
14051.0,1,23,45799.990000000005
14052.0,20,1,1047.99
14053.0,125,2,2470.75
14054.0,66,1,431.7
14055.0,107,2,2973.58
14056.0,2,24,48262.27
14057.0,24,17,53914.5
14059.0,267,1,1500.04
14060.0,5,19,60410.58
14062.0,10,12,58384.630000000005
14064.0,30,5,19708.96
14066.0,18,2,1009.27
14067.0,64,2,4065.6
14068.0,321,1,1020.65
14070.0,360,1,286.91999999999996
14071.0,4,8,10502.31
14072.0,93,1,100.2
14073.0,33,1,1487.3400000000001
14075.0,5,3,7542.58
14076.0,130,1,944.1
14077.0,41,5,3228.79
14078.0,102,6,4253.02
14079.0,125,1,3469.39
14080.0,33,2,1791.61
14081.0,303,2,7066.51
14082.0,58,3,7380.01
14083.0,5,10,7546.7699999999995
14084.0,32,1,48.53
14085.0,3,19,34465.37
14087.0,3,1,1700.99
14088.0,11,13,152390.56
14089.0,57,1,1538.6
14090.0,325,1,816.48
14092.0,8,14,23915.739999999998
14093.0,13,1,2801.64
14096.0,5,17,177814.26
14097.0,51,2,4201.71
14098.0,37,1,1210.81
14099.0,17,11,24958.73
14100.0,138,1,855.72
14101.0,74,6,77295.36
14102.0,6,5,9737.34
14104.0,155,2,870.83
14105.0,240,1,9497.01
14107.0,52,7,20435.76
14108.0,31,2,4517.87
14109.0,73,1,1049.7
14110.0,4,12,27970.59
14111.0,15,4,3951.41
14112.0,23,7,16971.41
14113.0,4,4,8344.48
14114.0,274,2,1431.34
14115.0,193,1,4686.71
14116.0,20,5,8663.42
14117.0,144,1,830.1599999999999
14119.0,57,1,8343.07
14121.0,4,4,18803.6
14124.0,85,1,17016.46
14125.0,11,3,17978.93
14126.0,8,3,3074.67
14127.0,123,4,3781.58
14128.0,61,2,6364.96
14129.0,2,5,6714.0
14130.0,320,1,3127.94
14132.0,3,11,35399.63
14133.0,130,3,4187.44
14135.0,2,16,43102.87
14137.0,319,1,164.07999999999998
14138.0,2,2,6037.79
14139.0,47,1,5653.62
14140.0,4,2,7784.54
14141.0,3,4,4112.4
14142.0,374,1,3528.16
14143.0,134,1,426.12
14145.0,47,4,7905.120000000001
14146.0,8,6,32019.31
14147.0,79,2,1602.28
14148.0,8,2,1020.51
14149.0,17,2,9331.08
14150.0,22,3,27122.37
14152.0,76,2,7862.0
14154.0,240,2,6144.86
14155.0,267,1,328.9
14156.0,10,54,694965.02
14157.0,20,2,3354.49
14158.0,41,1,8275.56
14159.0,20,11,47251.87
14160.0,285,1,41.0
14161.0,216,3,5685.73
14162.0,174,2,1752.01
14163.0,88,4,11430.58
14164.0,71,3,11711.539999999999
14165.0,276,1,679.02
14167.0,40,4,2127.11
14168.0,256,1,907.25
14171.0,99,1,2084.49
14173.0,11,4,1441.76
14174.0,34,1,1088.92
14175.0,60,3,18830.13
14176.0,43,6,2854.14
14177.0,87,4,2674.34
14178.0,9,7,14659.93
14179.0,41,2,4043.18
14180.0,11,25,11978.6
14181.0,247,1,84.64
14184.0,67,1,1766.0
14185.0,332,1,264.1
14186.0,339,1,59.39
14188.0,31,7,9871.91
14189.0,3,15,42353.5
14191.0,2,13,35380.97
14193.0,68,3,12182.42
14194.0,5,22,71834.95
14195.0,120,3,13899.56
14196.0,107,1,1799.04
14198.0,19,4,3691.02
14199.0,219,1,476.96
14200.0,309,1,1371.41
14201.0,61,7,6752.7
14202.0,296,1,1060.34
14203.0,256,1,78231.14
14204.0,3,1,507.58000000000004
14205.0,17,3,3479.7599999999998
14206.0,240,2,4505.47
14208.0,95,1,1323.8999999999999
14209.0,11,7,17436.44
14210.0,106,6,9742.09
14211.0,54,9,13859.67
14212.0,90,1,11732.72
14214.0,31,7,14696.08
14215.0,12,6,12958.92
14216.0,4,4,5248.0
14217.0,2,17,8174.25
14218.0,43,1,1689.66
14219.0,5,1,564.72
14220.0,248,3,3449.67
14221.0,43,9,25920.42
14222.0,178,1,6616.25
14223.0,93,3,7011.7
14224.0,92,5,6386.22
14226.0,29,5,15696.76
14227.0,27,10,18533.82
14229.0,52,3,7838.16
14231.0,184,3,4652.71
14232.0,43,6,25683.38
14233.0,50,4,8409.51
14234.0,23,5,17580.89
14235.0,76,5,20930.22
14236.0,81,3,3925.52
14237.0,309,2,8650.66
14238.0,327,1,1288.33
14239.0,44,12,11287.18
14240.0,31,2,5196.67
14241.0,184,1,1715.1
14242.0,235,2,1425.13
14243.0,9,11,18738.8
14245.0,220,2,11678.2
14246.0,111,3,9631.6
14247.0,279,1,621.84
14248.0,319,1,1355.5
14249.0,239,1,46.529999999999994
14250.0,8,3,11971.93
14251.0,2,5,16311.6
14253.0,176,1,42.67
14255.0,339,1,6067.87
14256.0,261,2,5235.91
14257.0,57,6,23985.3
14258.0,10,9,75235.94
14259.0,142,1,819.92
14261.0,51,2,4976.54
14262.0,9,8,17658.899999999998
14264.0,155,2,1059.74
14265.0,110,3,3941.16
14267.0,163,3,6986.22
14270.0,37,2,2537.47
14271.0,226,1,1017.0999999999999
14272.0,74,2,6466.18
14273.0,52,4,2474.77
14276.0,99,4,12088.38
14277.0,16,3,18928.86
14280.0,197,1,670.33
14282.0,4,15,24948.46
14284.0,31,2,2260.37
14285.0,22,5,8901.89
14286.0,24,4,52438.51
14287.0,9,3,2577.51
14288.0,214,1,2364.3
14289.0,9,6,3789.48
14290.0,12,5,11028.26
14291.0,2,12,34318.25
14292.0,8,9,17931.26
14293.0,4,4,6579.12
14295.0,41,1,1031.16
14297.0,18,4,7641.87
14298.0,9,44,636167.17
14299.0,9,10,25087.2
14300.0,19,2,830.16
14301.0,118,1,6868.08
14304.0,223,1,1817.6
14305.0,54,4,18146.22
14306.0,52,2,13040.04
14307.0,89,6,23794.13
14309.0,9,9,17912.71
14311.0,243,1,1814.3
14312.0,47,6,11767.539999999999
14314.0,107,1,3156.88
14315.0,45,6,10705.71
14316.0,284,1,242.03
14317.0,65,1,2829.64
14320.0,207,2,3820.99
14321.0,11,6,26875.24
14323.0,115,3,4232.45
14326.0,243,1,1244.09
14327.0,164,1,1743.96
14329.0,18,7,34025.59
14331.0,125,2,2937.63
14332.0,16,4,5903.35
14333.0,68,1,1020.02
14334.0,17,8,19726.59
14335.0,17,2,4096.7
14336.0,17,4,16265.33
14338.0,162,2,4036.59
14339.0,243,1,2039.02
14340.0,165,2,1250.1
14341.0,46,8,14474.15
14342.0,22,4,4241.74
14344.0,128,8,5801.21
14345.0,39,1,624.1700000000001
14346.0,121,2,6900.599999999999
14348.0,261,1,2295.35
14349.0,11,1,551.21
14350.0,275,1,2165.73
14351.0,165,2,35208.909999999996
14352.0,158,4,6619.79
14353.0,216,1,748.9
14354.0,6,2,1755.3
14355.0,366,1,1121.74
14356.0,36,3,14852.92
14357.0,44,1,1704.87
14359.0,20,3,4737.4
14360.0,32,4,13488.42
14362.0,23,1,1118.52
14364.0,109,8,18538.81
14365.0,26,1,184148.76
14367.0,9,16,45721.08
14368.0,320,1,527.88
14369.0,8,1,117.61
14371.0,296,1,451.52
14373.0,359,1,252.7
14375.0,186,1,2252.49
14377.0,192,2,2877.1099999999997
14379.0,45,2,3337.2599999999998
14381.0,53,1,1692.1799999999998
14382.0,27,1,13115.53
14383.0,39,4,9608.97
14385.0,10,4,1180.99
14386.0,297,1,699.4
14387.0,33,3,9804.53
14388.0,11,9,27812.02
14389.0,66,2,6474.26
14390.0,11,10,22773.77
14393.0,219,1,202.88
14395.0,3,9,19410.3
14396.0,66,2,2768.99
14397.0,3,19,19764.28
14400.0,150,2,6073.139999999999
14401.0,5,13,48574.0
14403.0,131,4,6831.84
14404.0,34,6,8378.75
14406.0,120,1,826.0
14407.0,108,5,16316.36
14408.0,11,7,18253.02
14409.0,72,6,13369.1
14410.0,93,9,6959.69
14411.0,74,2,8554.16
14412.0,43,3,8985.25
14413.0,363,1,810.49
14414.0,92,7,27282.32
14415.0,2,14,32660.13
14416.0,23,2,3719.14
14418.0,4,4,28750.329999999998
14419.0,11,6,5377.61
14420.0,100,1,3820.58
14421.0,58,3,24639.89
14422.0,1,6,33035.84
14423.0,219,1,1501.44
14424.0,18,2,867.12
14426.0,24,11,37372.79
14427.0,51,3,3676.9
14428.0,8,5,5198.44
14431.0,303,1,1814.42
14432.0,10,6,22635.29
14434.0,22,6,5179.360000000001
14435.0,2,1,12.38
14436.0,99,1,1413.42
14437.0,366,1,679.56
14438.0,295,2,680.8399999999999
14439.0,320,1,8118.66
14440.0,9,5,7362.74
14441.0,1,4,6326.4800000000005
14442.0,205,2,6569.88
14443.0,54,4,11009.59
14446.0,1,4,9221.46
14447.0,19,5,6327.98
14448.0,10,2,804.9
14449.0,19,4,8466.78
14450.0,181,3,2928.13
14451.0,61,2,4236.05
14452.0,11,2,1019.33
14453.0,191,2,16461.45
14456.0,6,9,28949.64
14457.0,311,1,1018.3599999999999
14459.0,156,1,9067.619999999999
14460.0,111,3,9476.16
14461.0,81,5,17520.66
14462.0,67,11,11908.74
14463.0,99,3,2352.1400000000003
14465.0,247,3,5143.47
14466.0,30,7,12639.72
14467.0,18,4,3462.77
14470.0,12,2,2097.9
14472.0,104,8,13874.58
14473.0,61,3,1366.39
14474.0,47,1,1996.3
14475.0,72,3,4916.43
14476.0,258,1,1573.9199999999998
14477.0,20,5,21015.2
14479.0,254,2,1523.26
14480.0,12,1,883.07
14481.0,165,2,5664.59
14482.0,19,7,16670.03
14483.0,282,1,1134.6599999999999
14484.0,51,1,2298.04
14485.0,39,1,878.9699999999999
14487.0,27,6,8685.27
14488.0,68,1,8601.32
14489.0,208,1,2690.2599999999998
14491.0,176,2,1774.02
14492.0,326,1,113.44999999999999
14493.0,8,5,12887.71
14494.0,26,2,1352.92
14495.0,51,3,1204.04
14496.0,155,4,3191.35
14497.0,310,1,2895.85
14498.0,1,6,17455.59
14499.0,27,3,5820.83
14500.0,89,3,1565.04
14501.0,184,2,1907.6
14502.0,20,11,17718.99
14503.0,4,6,20398.81
14504.0,48,4,3846.7400000000002
14505.0,18,8,33283.74
14506.0,18,6,9553.18
14507.0,24,6,7444.219999999999
14508.0,23,2,1619.79
14511.0,12,7,13011.81
14512.0,11,3,10362.33
14513.0,101,3,4167.67
14514.0,62,4,7149.49
14515.0,18,6,12705.41
14517.0,34,2,1271.3799999999999
14518.0,65,1,3027.32
14520.0,2,2,930.04
14522.0,25,4,6379.969999999999
14523.0,109,1,2820.2200000000003
14524.0,32,9,8688.119999999999
14525.0,20,9,31919.35
14527.0,3,55,26090.68
14528.0,38,1,3222.7
14529.0,61,3,4196.15
14530.0,26,7,17931.72
14532.0,237,4,3867.23
14533.0,25,7,43069.92
14534.0,3,18,23311.07
14535.0,61,3,21594.19
14536.0,260,2,861.4
14537.0,58,2,2026.1
14538.0,65,2,1986.42
14539.0,16,3,2977.89
14540.0,10,3,4560.11
14541.0,59,9,9980.36
14542.0,186,2,1806.82
14543.0,29,16,10598.96
14544.0,25,3,18167.05
14545.0,207,1,901.83
14546.0,6,5,14354.12
14547.0,4,8,25946.55
14548.0,151,2,3292.16
14549.0,312,1,1629.32
14550.0,11,2,3620.44
14551.0,19,4,23798.21
14552.0,152,2,2611.0
14553.0,20,6,13206.05
14554.0,11,4,15498.68
14555.0,58,3,1688.2
14557.0,86,1,6035.36
14560.0,8,22,14370.68
14561.0,76,3,11500.85
14562.0,4,18,22293.9
14565.0,96,4,18117.08
14566.0,111,1,4832.0
14567.0,57,2,5790.8
14569.0,2,1,496.36
14570.0,281,2,1169.82
14572.0,4,7,17276.67
14573.0,180,9,7222.36
14576.0,373,1,159.24
14577.0,13,5,7084.59
14578.0,4,1,1484.8500000000001
14580.0,40,1,2201.7999999999997
14581.0,17,1,1342.48
14582.0,41,1,864.99
14583.0,6,5,8014.5
14584.0,170,4,4993.56
14585.0,40,2,67937.22
14586.0,277,1,4794.0
14587.0,19,9,9052.66
14589.0,372,1,92.0
14591.0,16,4,8962.130000000001
14592.0,36,3,4838.15
14593.0,22,3,3859.2599999999998
14594.0,8,2,2016.96
14595.0,20,6,11747.67
14597.0,12,2,4302.28
14598.0,45,2,5391.09
14600.0,306,1,1684.19
14601.0,11,2,4955.94
14603.0,275,1,4776.0
14606.0,2,90,72822.38
14607.0,16,12,107942.72
14608.0,5,4,5412.57
14609.0,73,4,72625.26000000001
14614.0,163,1,16523.57
14616.0,243,3,1481.92
14618.0,10,3,2361.3599999999997
14619.0,246,1,1962.04
14620.0,206,2,2616.37
14621.0,2,5,9385.81
14622.0,185,1,1639.26
14623.0,33,5,4801.5199999999995
14624.0,58,2,1832.4399999999998
14625.0,197,2,4290.02
14626.0,24,4,15630.369999999999
14628.0,92,2,3476.57
14629.0,5,2,3846.23
14631.0,51,4,13412.39
14632.0,263,1,1040.18
14633.0,40,2,2096.27
14636.0,37,2,2972.36
14638.0,51,1,2155.98
14639.0,53,6,17725.94
14640.0,25,6,11258.62
14641.0,22,1,970.14
14642.0,59,1,877.76
14643.0,171,2,9064.64
14644.0,68,2,3495.4
14645.0,157,4,10895.68
14646.0,2,73,2112282.03
14647.0,202,1,1222.87
14649.0,5,4,10004.95
14650.0,355,1,939.29
14651.0,68,2,4196.62
14652.0,53,2,3513.27
14653.0,2,7,9670.52
14655.0,9,5,11411.54
14656.0,170,3,2834.86
14657.0,18,4,5645.33
14658.0,6,2,460.96
14659.0,9,9,13524.01
14660.0,87,2,2629.48
14661.0,27,1,469.35999999999996
14662.0,29,4,6900.37
14664.0,20,2,5331.01
14665.0,61,5,8795.76
14666.0,25,1,1773.02
14667.0,11,25,58911.95
14668.0,80,2,5954.5
14669.0,242,3,9208.75
14670.0,281,2,3858.0499999999997
14672.0,235,2,5437.74
14673.0,4,5,10324.539999999999
14674.0,253,1,80.68
14675.0,17,1,2192.09
14676.0,32,6,28237.920000000002
14677.0,214,1,1490.59
14678.0,362,1,401.49
14680.0,26,16,126356.73
14681.0,72,4,1784.72
14682.0,188,2,873.5999999999999
14683.0,162,1,839.99
14684.0,26,6,11131.869999999999
14687.0,107,1,5461.24
14688.0,8,21,39668.7
14689.0,209,1,858.68
14690.0,45,2,2123.27
14691.0,31,5,8869.15
14692.0,138,4,3322.16
14693.0,265,1,525.72
14694.0,10,1,3509.6200000000003
14696.0,5,7,17629.03
14697.0,219,2,2048.58
14698.0,2,5,6700.83
14699.0,215,1,901.01
14700.0,33,4,15497.57
14701.0,11,9,10470.91
14702.0,2,17,17333.93
14703.0,15,1,1166.3700000000001
14704.0,20,8,20011.83
14705.0,199,1,604.0
14708.0,3,3,6227.33
14709.0,16,13,20266.920000000002
14710.0,15,4,4258.47
14711.0,11,11,12315.08
14712.0,30,3,4168.5199999999995
14713.0,10,11,17173.74
14714.0,25,1,2511.35
14715.0,25,4,6204.03
14716.0,44,2,6502.59
14718.0,354,1,3678.5299999999997
14719.0,2,6,13628.77
14720.0,6,3,2363.45
14722.0,148,2,5899.08
14723.0,11,7,7260.61
14725.0,25,1,6814.72
14727.0,275,1,910.72
14729.0,374,1,2251.42
14730.0,2,9,12557.289999999999
14731.0,48,3,2959.71
14732.0,9,8,15954.33
14733.0,17,12,47466.75
14735.0,4,31,24485.89
